deg_S,deg_W
"18º 03' 33,50''","69º 13' 58,60''"
"18º 03' 33,50''","69º 13' 58,60''"
"18º 03' 33,50''","69º 13' 58,60''"
"18º 03' 33,50''","69º 13' 58,60''"
"18º 03' 33,50''","69º 13' 58,60''"
"18º 03' 33,50''","69º 13' 58,60''"
"20º 16' 45,10''","68º 53' 16,80''"
"19º 57' 23,60''","68º 41' 59,00''"
"19º 57' 23,60''","68º 41' 59,00''"
"19º 57' 23,60''","68º 41' 59,00''"
"20º 01' 56,80''","68º 49' 16,40''"
"20º 01' 56,80''","68º 49' 16,40''"
"20º 01' 56,80''","68º 49' 16,40''"
"20º 01' 56,80''","68º 49' 16,40''"
"20º 01' 56,80''","68º 49' 16,40''"
"20º 01' 56,80''","68º 49' 16,40''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"19º 27' 18,00''","68º 48' 34,10''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"22º 20' 10,30''","68º 00' 59,30''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 10' 46,40''","70º 17' 30,70''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 50' 01,31''","71º 01' 05,27''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"33º 20' 19,84''","70º 21' 52,22''"
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 01' 58,54''","73º 02' 06,50''"
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 17' 52,72''",73º 15' 05.89''
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"36º 54' 34,82''","73º 01' 02,21''"
"36º 54' 34,82''","73º 01' 02,21''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"33º 18' 47,86''","71º 38' 58,51''"
"33º 18' 47,86''","71º 38' 58,51''"
"33º 18' 47,86''","71º 38' 58,51''"
"33º 18' 47,86''","71º 38' 58,51''"
"33º 18' 47,86''","71º 38' 58,51''"
"33º 18' 47,86''","71º 38' 58,51''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 49' 33,60''","73º 01' 28,81''"
"36º 54' 34,82''","73º 01' 02,21''"
"36º 54' 34,82''","73º 01' 02,21''"
"36º 54' 34,82''","73º 01' 02,21''"
"36º 54' 34,82''","73º 01' 02,21''"
"36º 54' 34,82''","73º 01' 02,21''"
"37º 49' 33,60''","73º 01' 28,81''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"37º 01' 16,49''","72º 58' 16,20''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"34º 46' 39,95''","72º 02' 38,09''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 47,42''","72º 55' 46,31''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 47,42''","72º 55' 46,31''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 47,42''","72º 55' 46,31''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 40,95'' ","72º 57' 46,68''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 47,42''","72º 55' 46,31''"
"44º 37' 47,42''","72º 55' 46,31''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 37' 49,24''","72º 57' 58,77''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 05' 47,40''","73º 05' 48,55''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 06' 37,62''",73º 07' 08.35''
"44º 07' 02,92''","73º 05' 46,32''"
"44º 05' 47,40''","73º 05' 48,55''"
"44º 07' 02,92''","73º 05' 46,32''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 05' 47,40''","73º 05' 48,55''"
"44º 06' 29,57''","73º 07' 06,74''"
"44º 06' 37,62''",73º 07' 08.35''
"44º 06' 37,62''",73º 07' 08.35''
"44º 05' 47,40''","73º 05' 48,55''"
"44º 05' 47,40''","73º 05' 48,55''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 18' 50,66''","72º 31' 57,25''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 28' 11,44''","72º 32' 25,50''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 18' 50,66''","72º 31' 57,25''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 19' 18,04''","72º 32' 35,51''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 18' 50,66''","72º 31' 57,25''"
"44º 28' 11,44''","72º 32' 25,50''"
"44º 14' 01,16''","72º 30' 31,30''"
"44º 14' 01,16''","72º 30' 31,30''"
"37º 49' 40,25''","73º 00' 36,17''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"34º 46' 31,92''","72º 02' 56,28''"
"34º 46' 31,92''","72º 02' 56,28''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"36º 54' 36,48''","73º 00' 57,84''"
"36º 54' 36,48''","73º 00' 57,84''"
"36º 54' 36,48''","73º 00' 57,84''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"37º 50' 29,52''","72º 59' 55,80''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"39º 17' 11,70''","73º 05' 58,26''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"37º 49' 29,52''","73º 00' 49,14''"
"39º 17' 11,70''","73º 05' 58,26''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"35º 49' 58,80''","72º 30' 28,98''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 41' 53,34''","73º 18' 06,72''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"36º 51' 09,36''","73º 02' 27,36''"
"33º 50' 55,91''","71º 47' 10,72''"
"33º 50' 55,91''","71º 47' 10,72''"
"33º 50' 55,91''","71º 47' 10,72''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 00,24''","72º 30' 33,18''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"37º 01' 58,54''","73º 02' 06,50''"
"37º 01' 58,54''","73º 02' 06,50''"
"34º 46' 31,92''","72º 02' 56,28''"
"39º 17' 11,70''","73º 05' 58,26''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"44º 14' 03,49''","72º 30' 25,04''"
"37º 18' 02,10''","73º 15' 01,38''"
